image,user,x,y,w,h,class,volInImg
Unknown-X-20200113-094844-XSL8V3BT8W0W-0,mkfroloff,0.3387033613,0.2659158284,0.0301559258,0.0798466215,0,5
Unknown-X-20200113-094844-XSL8V3BT8W0W-0,mkfroloff,0.6077744100,0.2136794737,0.0457162184,0.0886237432,0,5
Unknown-X-20200113-094920-XMWN2J2XKMLA-0,chrispsimmons,0.3866955188,0.3510017728,0.0547960385,0.0566686046,1,5
Unknown-X-20200113-094920-XMWN2J2XKMLA-0,Li102,0.1634347487,0.8520236818,0.0890429514,0.1368926449,0,5
Unknown-X-20200113-094920-XMWN2J2XKMLA-0,Li102,0.0927140938,0.1479763361,0.0616451214,0.1511153151,0,5
Unknown-X-20200113-094920-XMWN2J2XKMLA-0,Li102,0.2947731117,0.1541987163,0.0684945829,0.0817800582,0,5
Unknown-X-20200113-094920-XMWN2J2XKMLA-0,Li102,0.9399920639,0.1399761126,0.0876731064,0.0568904659,0,5
Unknown-X-20200113-094920-XMWN2J2XKMLA-0,AC7733,0.0841650162,0.2095087820,0.0747893025,0.2911817012,0,5
Unknown-X-20200113-094920-XMWN2J2XKMLA-0,AC7733,0.2854272808,0.2623791736,0.0978949337,0.3574669708,0,5
Unknown-X-20200113-094920-XMWN2J2XKMLA-0,AC7733,0.4754407621,0.2552771667,0.0766134415,0.2974945621,0,5
Unknown-X-20200113-094920-XMWN2J2XKMLA-0,AC7733,0.7320349405,0.2821069176,0.0936386542,0.3290589689,0,5
Unknown-X-20200113-094920-XMWN2J2XKMLA-0,AC7733,0.9320811190,0.2024067828,0.0705329836,0.2217399858,0,5
Unknown-X-20200113-094920-XMWN2J2XKMLA-0,AC7733,0.1355446552,0.7926612818,0.1191764496,0.2832906456,0,5
Unknown-X-20200113-094920-XMWN2J2XKMLA-0,AC7733,0.3152213952,0.7867429389,0.0991110316,0.2398894916,0,5
Unknown-X-20200113-094920-XMWN2J2XKMLA-0,AC7733,0.4906418438,0.7776681860,0.0924225563,0.2059577927,0,5
Unknown-X-20200113-094920-XMWN2J2XKMLA-0,AC7733,0.7849346940,0.7536002964,0.1471463935,0.2872361120,0,5
Unknown-X-20200113-094920-XMWN2J2XKMLA-0,gracelltt,0.3252771028,0.8735802674,0.0567309633,0.0694656219,0,5
Unknown-X-20200113-094920-XMWN2J2XKMLA-0,kavita.jaiswal,0.7026925967,0.5254504935,0.5946148067,0.4413295774,1,5
Unknown-X-20200113-120929-XBSWQ4Z9YD3D-0,moiraparodi,0.2920228789,0.7353017028,0.0327879216,0.0495410615,1,3
Unknown-X-20200113-120929-XBSWQ4Z9YD3D-0,moiraparodi,0.5402093825,0.7311733765,0.0391633613,0.0554386704,1,3
Unknown-X-20200113-120929-XBSWQ4Z9YD3D-0,moiraparodi,0.2319116815,0.7294039710,0.0346094780,0.0495411433,1,3
Unknown-X-20200113-120929-XBSWQ4Z9YD3D-0,gracelltt,0.2677552091,0.7854082912,0.0741319227,0.0765454544,0,3
Unknown-X-20200113-120929-XBSWQ4Z9YD3D-0,ruirasjudith,0.5698731164,0.7118055010,0.0638303831,0.1240003498,0,3
Unknown-X-20200113-120929-XBSWQ4Z9YD3D-0,ruirasjudith,0.2662096700,0.7026878270,0.0854199813,0.1325101897,0,3
Unknown-X-20200113-120929-XBSWQ4Z9YD3D-0,ruirasjudith,0.1028791059,0.7166682959,0.0553821898,0.1021179977,0,3
Unknown-X-20200113-120929-XBSWQ4Z9YD3D-0,ruirasjudith,0.7332036687,0.7057270380,0.1408022580,0.1142748418,1,3
Unknown-X-20200113-120929-XBSWQ4Z9YD3D-0,ruirasjudith,0.5755051979,0.1878431078,0.0394246019,0.0996866105,0,3
Unknown-X-20200113-120929-XBSWQ4Z9YD3D-0,ruirasjudith,0.2976555135,0.1829803436,0.0469340755,0.1069807210,0,3
Unknown-X-20200113-120929-XBSWQ4Z9YD3D-0,ruirasjudith,0.1080418473,0.1647450161,0.0450567071,0.1264317779,0,3
Unknown-X-20200113-120929-XBSWQ4Z9YD3D-0,ruirasjudith,0.8538242461,0.7099819785,0.0290991350,0.1349416486,1,3
Unknown-X-20200113-121001-X1ZX4WTQYWRC-0,JulianMudge-Burns,0.7949782734,0.6902967884,0.0700542282,0.0641540199,0,4
Unknown-X-20200113-121001-X1ZX4WTQYWRC-0,JulianMudge-Burns,0.4886146723,0.7762631242,0.0434138493,0.0615878362,0,4
Unknown-X-20200113-121001-X1ZX4WTQYWRC-0,JulianMudge-Burns,0.7397242662,0.0936648128,0.0345337229,0.0538893515,0,4
Unknown-X-20200113-121001-X1ZX4WTQYWRC-0,JulianMudge-Burns,0.5483087426,0.1712911103,0.0187468457,0.0423416117,0,4
Unknown-X-20200113-121001-X1ZX4WTQYWRC-0,Alanah.Quarta,0.7987573116,0.6238652916,0.0189374268,0.0164175136,1,4
Unknown-X-20200113-121001-X1ZX4WTQYWRC-0,Alanah.Quarta,0.2832390679,0.3762345365,0.0329650721,0.2362296607,1,4
Unknown-X-20200113-121001-X1ZX4WTQYWRC-0,Alanah.Quarta,0.7924448255,0.6931836528,0.1283534954,0.0638458908,0,4
Unknown-X-20200113-121001-X1ZX4WTQYWRC-0,Alanah.Quarta,0.7195007167,0.1801365370,0.1325617985,0.2271088426,1,4
Unknown-X-20200113-121001-X1ZX4WTQYWRC-0,Alanah.Quarta,0.2074894553,0.7100572073,0.0161318599,0.0209779637,1,4
Unknown-X-20200113-121001-X1ZX4WTQYWRC-0,jstaph,0.3129226882,0.8233954727,0.0656603594,0.1081542148,1,4
Unknown-X-20200113-121001-X1ZX4WTQYWRC-0,jstaph,0.2126812050,0.8085954317,0.0945509169,0.2015084708,0,4
Unknown-X-20200113-121001-X1ZX4WTQYWRC-0,jstaph,0.4849528310,0.7488259551,0.0875471248,0.2276931681,0,4
Unknown-X-20200113-121001-X1ZX4WTQYWRC-0,jnapika.mattaparthi,0.5099752737,0.7542328783,0.0731887857,0.1467758507,0,4
Unknown-X-20200113-143650-XCPLWPFRIJ6N-0,chrispsimmons,0.3420612874,0.2716237980,0.6731638489,0.5298117703,1,2
Unknown-X-20200113-143650-XCPLWPFRIJ6N-0,Alanah.Quarta,0.6865356193,0.6471028483,0.0680343170,0.1534275200,0,2
Unknown-X-20200113-143650-XCPLWPFRIJ6N-3,chrispsimmons,0.3490053372,0.3000065467,0.6249640188,0.4814558860,1,4
Unknown-X-20200113-143650-XCPLWPFRIJ6N-3,JulianMudge-Burns,0.1374929659,0.8744186432,0.1894565768,0.0910987270,1,4
Unknown-X-20200113-143650-XCPLWPFRIJ6N-3,JulianMudge-Burns,0.3927607729,0.8872494675,0.2452964112,0.0885324891,0,4
Unknown-X-20200113-143650-XCPLWPFRIJ6N-3,JulianMudge-Burns,0.6305786259,0.8603048217,0.1764937266,0.0834001756,0,4
Unknown-X-20200113-143650-XCPLWPFRIJ6N-3,JulianMudge-Burns,0.8100638010,0.8269447027,0.1844709016,0.0705693918,0,4
Unknown-X-20200113-143650-XCPLWPFRIJ6N-3,lizmtz,0.7062683421,0.6295285406,0.0512513533,0.2193081285,0,4
Unknown-X-20200113-143650-XCPLWPFRIJ6N-3,amandanicoletta,0.8160020736,0.7417789340,0.1886456558,0.1086054616,1,4
Unknown-X-20200113-153104-XJZS7DC1ILWA-0,moiraparodi,0.4176542533,0.7270448912,0.0552937826,0.0778502802,0,3
Unknown-X-20200113-153104-XJZS7DC1ILWA-0,moiraparodi,0.7095327767,0.8078440068,0.0317259165,0.0507206663,0,3
Unknown-X-20200113-153104-XJZS7DC1ILWA-0,moiraparodi,0.8754139351,0.8573851800,0.0462291944,0.0625160900,0,3
Unknown-X-20200113-153104-XJZS7DC1ILWA-0,moiraparodi,0.7616538666,0.2168896950,0.1305295013,0.1191345194,0,3
Unknown-X-20200113-153104-XJZS7DC1ILWA-0,chrispsimmons,0.4497672148,0.7010139101,0.0367173621,0.0611131844,1,3
Unknown-X-20200113-153104-XJZS7DC1ILWA-0,chrispsimmons,0.7328321827,0.7187922772,0.0290322947,0.0344456645,1,3
Unknown-X-20200113-153104-XJZS7DC1ILWA-0,chrispsimmons,0.4010953997,0.6993472029,0.0196395361,0.0488905557,1,3
Unknown-X-20200113-153104-XJZS7DC1ILWA-0,damitak,0.7817677421,0.1826142989,0.1638886365,0.1699935718,0,3
Unknown-X-20200113-153104-XJZS7DC1ILWA-0,damitak,0.3364181479,0.2768834415,0.0878822977,0.1699935821,1,3
Unknown-X-20200113-153104-XJZS7DC1ILWA-0,damitak,0.0787091751,0.6725048073,0.1163846984,0.1514487866,0,3
Unknown-X-20200113-153104-XJZS7DC1ILWA-0,damitak,0.1000859539,0.2050225489,0.0902575274,0.1777205426,0,3
Unknown-X-20200113-153104-XJZS7DC1ILWA-0,damitak,0.4189562578,0.7497746584,0.0273147938,0.0865421872,0,3
Unknown-X-20200113-153138-XQYLI4MUOMRF-0,chrispsimmons,0.0589413722,0.6017377762,0.0867785231,0.2533425459,1,3
Unknown-X-20200113-153138-XQYLI4MUOMRF-0,chrispsimmons,0.3646936921,0.1392037012,0.1516596503,0.1461187123,0,3
Unknown-X-20200113-153138-XQYLI4MUOMRF-0,chrispsimmons,0.4060554307,0.7704575579,0.1549037163,0.1618868775,0,3
Unknown-X-20200113-153138-XQYLI4MUOMRF-0,Agustinclossirrazabal,0.3477361966,0.2098990595,0.1135174213,0.2621425990,0,3
Unknown-X-20200113-153138-XQYLI4MUOMRF-0,Agustinclossirrazabal,0.3888373024,0.7282650283,0.1826717080,0.2164790741,0,3
Unknown-X-20200113-153138-XQYLI4MUOMRF-0,gracelltt,0.3563384535,0.1235865483,0.0819165166,0.0482137973,0,3
Unknown-X-20200114-140840-XRGUZGS2KMRL-0,chrispsimmons,0.6135398671,0.2523405834,0.0429325904,0.0515094880,1,5
Unknown-X-20200114-140840-XRGUZGS2KMRL-0,moiraparodi,0.4069752943,0.7087618920,0.0290862073,0.0577979959,1,5
Unknown-X-20200114-140840-XRGUZGS2KMRL-0,AC7733,0.7055863193,0.7145041189,0.1149208231,0.1870099139,0,5
Unknown-X-20200114-140840-XRGUZGS2KMRL-0,AC7733,0.6809604196,0.1637323056,0.1058001289,0.2075257609,0,5
Unknown-X-20200114-140840-XRGUZGS2KMRL-0,AC7733,0.8779675223,0.1582088137,0.0218896535,0.2012132060,0,5
Unknown-X-20200114-140840-XRGUZGS2KMRL-0,AC7733,0.4401738993,0.1968733008,0.0510759319,0.2706514687,0,5
Unknown-X-20200114-140840-XRGUZGS2KMRL-0,AC7733,0.2860340689,0.1700448734,0.0662770995,0.2454011876,0,5
Unknown-X-20200114-140840-XRGUZGS2KMRL-0,AC7733,0.1489195347,0.1250678070,0.0766138900,0.2169946163,0,5
Unknown-X-20200114-140840-XRGUZGS2KMRL-0,AC7733,0.2617121913,0.7050352814,0.0784380146,0.1696503752,0,5
Unknown-X-20200114-140840-XRGUZGS2KMRL-0,AC7733,0.4505106977,0.7216057726,0.0851265637,0.1775410970,0,5
Unknown-X-20200114-140840-XRGUZGS2KMRL-0,c.michellegt,0.6678495244,0.1899240555,0.0788712030,0.1853648770,0,5
Unknown-X-20200114-140840-XRGUZGS2KMRL-0,c.michellegt,0.4410744444,0.1928420016,0.0609105889,0.2087660143,0,5
Unknown-X-20200114-140840-XRGUZGS2KMRL-0,c.michellegt,0.2828079137,0.1568545654,0.0716630806,0.1675573421,0,5
Unknown-X-20200114-140840-XRGUZGS2KMRL-0,c.michellegt,0.1276053335,0.1527691528,0.0752017763,0.1272304853,0,5
Unknown-X-20200114-140840-XRGUZGS2KMRL-0,c.michellegt,0.3226176202,0.3116412009,0.1338964509,0.1557362054,1,5
Unknown-X-20200114-140840-XRGUZGS2KMRL-0,c.michellegt,0.5750085247,0.3357926851,0.2136274404,0.1225920236,1,5
Unknown-X-20200114-140840-XRGUZGS2KMRL-0,c.michellegt,0.8188571703,0.3333249964,0.1956254830,0.1177735893,1,5
Unknown-X-20200114-140840-XRGUZGS2KMRL-0,c.michellegt,0.5678742862,0.6404520260,0.2329036450,0.1528129167,1,5
Unknown-X-20200114-140840-XRGUZGS2KMRL-0,c.michellegt,0.8118096484,0.5363636632,0.1732723922,0.0901294011,1,5
Unknown-X-20200114-140840-XRGUZGS2KMRL-0,c.michellegt,0.3625479273,0.5524204623,0.1461412696,0.1256416895,1,5
Unknown-X-20200114-140840-XRGUZGS2KMRL-0,justalittlefroggy,0.2585854987,0.6733665671,0.0704624644,0.1213351424,0,5
Unknown-X-20200114-140840-XRGUZGS2KMRL-0,justalittlefroggy,0.4476616739,0.6983940371,0.0755168929,0.1547877814,0,5
Unknown-X-20200114-140840-XRGUZGS2KMRL-0,justalittlefroggy,0.7004886669,0.7087554111,0.0673544285,0.1694672287,0,5
Unknown-X-20200114-140840-XRGUZGS2KMRL-0,justalittlefroggy,0.6733760034,0.1911146000,0.0801221234,0.2031677205,0,5
Unknown-X-20200114-140840-XRGUZGS2KMRL-0,justalittlefroggy,0.4431726030,0.1877780422,0.0670136936,0.1879455402,0,5
Unknown-X-20200114-140840-XRGUZGS2KMRL-0,justalittlefroggy,0.2925234399,0.1428485276,0.0940308376,0.1979015925,0,5
Unknown-X-20200114-140840-XRGUZGS2KMRL-0,justalittlefroggy,0.1365978610,0.1092451881,0.0964315722,0.1829809156,0,5
Unknown-X-20200114-140840-XRGUZGS2KMRL-0,justalittlefroggy,0.2555833023,0.2540969951,0.0188082315,0.0395629021,1,5
Unknown-X-20200114-140840-XRGUZGS2KMRL-0,justalittlefroggy,0.9749118009,0.6316194842,0.0473381212,0.2594200052,0,5
Unknown-X-20200114-152614-XQDQUBOKXJWZ-0,chrispsimmons,0.5175045136,0.7453598495,0.0452315637,0.0725337525,1,5
Unknown-X-20200114-152614-XQDQUBOKXJWZ-0,chrispsimmons,0.4835808487,0.2276370638,0.0807705931,0.0693801325,1,5
Unknown-X-20200114-152614-XQDQUBOKXJWZ-0,chrispsimmons,0.5130621231,0.8121119791,0.3465059235,0.3384908725,0,5
Unknown-X-20200114-152614-XQDQUBOKXJWZ-0,NikEverse,0.3038050465,0.0844489415,0.0403817304,0.1434478246,0,5
Unknown-X-20200114-152614-XQDQUBOKXJWZ-0,NikEverse,0.1410944563,0.0527191265,0.0126843615,0.0821658683,0,5
Unknown-X-20200114-152614-XQDQUBOKXJWZ-0,NikEverse,0.2780796986,0.7385519857,0.0312019829,0.1893854770,0,5
Unknown-X-20200114-152614-XQDQUBOKXJWZ-0,NikEverse,0.1045488636,0.6952737677,0.0406670477,0.1854314586,0,5
Unknown-X-20200114-152614-XQDQUBOKXJWZ-0,NikEverse,0.5521253489,0.0706174905,0.0286766770,0.1355849798,0,5
Unknown-X-20200114-152614-XQDQUBOKXJWZ-0,NikEverse,0.8737643379,0.6893001264,0.0963085534,0.1606888084,0,5
Unknown-X-20200114-152614-XQDQUBOKXJWZ-0,deepa.a.varghese,0.4481219476,0.2628359788,0.3605558125,0.1726279791,1,5
Unknown-X-20200114-152614-XQDQUBOKXJWZ-0,deepa.a.varghese,0.1949856313,0.5716212441,0.1625303330,0.1726279997,1,5
Unknown-X-20200114-152614-XQDQUBOKXJWZ-0,deepa.a.varghese,0.3995496716,0.6749549137,0.1606621412,0.2455693652,1,5
Unknown-X-20200114-152614-XQDQUBOKXJWZ-0,deepa.a.varghese,0.6751039933,0.6001899483,0.2129707849,0.1057650539,1,5
Unknown-X-20200114-152614-XQDQUBOKXJWZ-0,khooshbu.a.joshi,0.5438323627,0.6601444208,0.2858998438,0.4657578808,0,5
Unknown-X-20200114-152614-XQDQUBOKXJWZ-0,FatimB,0.5396506498,0.7979281645,0.0476188778,0.1037721698,0,5
Unknown-X-20200114-152614-XQDQUBOKXJWZ-0,FatimB,0.2755321515,0.7626168211,0.0420817836,0.1080958904,0,5
Unknown-X-20200114-152614-XQDQUBOKXJWZ-0,FatimB,0.1005605640,0.7258642102,0.0553707529,0.1297151507,0,5
Unknown-X-20200114-152614-XQDQUBOKXJWZ-0,FatimB,0.3181676224,0.0523364451,0.0454040338,0.1046728902,0,5
Unknown-X-20200114-152614-XQDQUBOKXJWZ-0,FatimB,0.3707698597,0.5464249376,0.1727567592,0.0879180210,1,5
Unknown-X-20200114-152704-XTAY4ARPXRQQ-0,Agustinclossirrazabal,0.3697794829,0.3460440898,0.0344795738,0.0947095971,1,7
Unknown-X-20200114-152704-XTAY4ARPXRQQ-0,Agustinclossirrazabal,0.3478982051,0.1972147338,0.0888512240,0.1792717157,0,7
Unknown-X-20200114-152704-XTAY4ARPXRQQ-0,chrispsimmons,0.3903622986,0.3517309526,0.1245923599,0.1222264551,1,7
Unknown-X-20200114-152704-XTAY4ARPXRQQ-0,TaylorSucec,0.7895458085,0.2542782676,0.1575673078,0.2515368458,0,7
Unknown-X-20200114-152704-XTAY4ARPXRQQ-0,Ujjawala,0.4827968754,0.7381707323,0.2869274731,0.2723145501,0,7
Unknown-X-20200114-152704-XTAY4ARPXRQQ-0,pratima.srivastava,0.3458349191,0.4642360139,0.6916698383,0.4794846944,1,7
Unknown-X-20200114-152704-XTAY4ARPXRQQ-0,andrven,0.3432123712,0.8726122772,0.1146325753,0.2026983598,0,7
Unknown-X-20200114-152704-XTAY4ARPXRQQ-0,andrven,0.6289159738,0.8408465685,0.0862402369,0.1740331643,0,7
Unknown-X-20200114-152704-XTAY4ARPXRQQ-0,andrven,0.8092232008,0.8298651281,0.0980001627,0.1707537466,0,7
Unknown-X-20200114-152704-XTAY4ARPXRQQ-0,andrven,0.0814786536,0.1211783764,0.1472653561,0.2135002066,0,7
Unknown-X-20200114-152704-XTAY4ARPXRQQ-0,andrven,0.3497371466,0.1468524933,0.1503638924,0.2321001201,0,7
Unknown-X-20200114-152704-XTAY4ARPXRQQ-0,andrven,0.5907724694,0.1522871670,0.1260588190,0.2750652750,0,7
Unknown-X-20200114-152704-XTAY4ARPXRQQ-0,andrven,0.7860845418,0.1420427966,0.1590267670,0.2712400898,0,7
Unknown-X-20200114-152704-XTAY4ARPXRQQ-0,andrven,0.0591103297,0.8565534469,0.1182206594,0.1133120301,0,7
Unknown-X-20200114-152704-XTAY4ARPXRQQ-0,lrcampbell,0.3488863127,0.1676058564,0.0780175312,0.1409529074,0,7
Unknown-X-20200114-152704-XTAY4ARPXRQQ-0,lrcampbell,0.6005168572,0.2147216948,0.0794388871,0.1468593615,0,7
Unknown-X-20200114-152704-XTAY4ARPXRQQ-0,lrcampbell,0.7790826977,0.2055969339,0.0917037544,0.1485116834,0,7
Unknown-X-20200114-152704-XTAY4ARPXRQQ-0,lrcampbell,0.3564231251,0.8348264259,0.0760064434,0.1087265974,0,7
Unknown-X-20200114-152704-XTAY4ARPXRQQ-0,lrcampbell,0.6235237854,0.8253934041,0.0768862429,0.1157181321,0,7
Unknown-X-20200114-152704-XTAY4ARPXRQQ-0,lrcampbell,0.8150675308,0.8292806286,0.0621607117,0.0824927905,0,7
Unknown-X-20200114-152704-XTAY4ARPXRQQ-0,lrcampbell,0.3815668697,0.2841469584,0.0480249442,0.2330575333,1,7
Unknown-X-20200114-154446-XS3PW0H+SZYL-0,chrispsimmons,0.3200616846,0.1608849878,0.0809336586,0.0914556172,1,3
Unknown-X-20200114-154446-XS3PW0H+SZYL-0,chrispsimmons,0.3969486872,0.2554942298,0.0647469080,0.0998653209,1,3
Unknown-X-20200114-154446-XS3PW0H+SZYL-0,chrispsimmons,0.3997813662,0.7747938619,0.6596094820,0.3374396043,1,3
Unknown-X-20200114-154446-XS3PW0H+SZYL-0,Ujjawala,0.1592710469,0.2518947645,0.0645817990,0.0583531141,0,3
Unknown-X-20200114-154446-XS3PW0H+SZYL-0,FatimB,0.3613579167,0.2749072934,0.0343295929,0.0503427520,0,3
Unknown-X-20200114-154446-XS3PW0H+SZYL-0,FatimB,0.1664544059,0.2727497477,0.0431888426,0.0834251183,0,3
Unknown-X-20200114-154446-XS3PW0H+SZYL-0,FatimB,0.6443002379,0.2547701905,0.0420814364,0.0359590939,0,3
Unknown-X-20200114-154446-XS3PW0H+SZYL-0,FatimB,0.2113043658,0.0512417127,0.0753036389,0.0604112803,1,3
Unknown-X-20200114-154446-XS3PW0H+SZYL-0,FatimB,0.1232655633,0.0649061703,0.0852702791,0.1021238356,1,3
Unknown-X-20200114-154446-XS3PW0H+SZYL-0,FatimB,0.4455207896,0.0699404453,0.0609073422,0.0517811003,1,3
Unknown-X-20200114-155210-XYK+WMOANULQ-0,EVerse1,0.8105425380,0.1734411460,0.0583276393,0.2127173075,0,2
Unknown-X-20200114-155210-XYK+WMOANULQ-0,EVerse1,0.6558473199,0.1737698201,0.1149297057,0.2141418406,0,2
Unknown-X-20200114-155210-XYK+WMOANULQ-0,EVerse1,0.3921209786,0.1674067718,0.0866969255,0.2214642750,0,2
Unknown-X-20200114-155210-XYK+WMOANULQ-0,EVerse1,0.1558003643,0.1404355649,0.0766697326,0.1935144496,0,2
Unknown-X-20200114-155210-XYK+WMOANULQ-0,EVerse1,0.4245966520,0.7760674466,0.1298028147,0.2528220146,0,2
Unknown-X-20200114-155210-XYK+WMOANULQ-0,EVerse1,0.7264744296,0.7706278934,0.1223749818,0.2210432893,0,2
Unknown-X-20200114-155210-XYK+WMOANULQ-0,EVerse1,0.9102698045,0.7444224819,0.1319849165,0.2295250431,0,2
Unknown-X-20200114-155210-XYK+WMOANULQ-0,Fatza,0.6616019095,0.1889015680,0.1111219731,0.1234035389,0,2
Unknown-X-20200114-155210-XYK+WMOANULQ-0,Fatza,0.8203776189,0.2031607423,0.0837125659,0.1055663427,0,2
Unknown-X-20200114-155210-XYK+WMOANULQ-0,Fatza,0.4047208604,0.1796985185,0.1088193521,0.1223982842,0,2
Unknown-X-20200114-155210-XYK+WMOANULQ-0,Fatza,0.1523061372,0.1694343885,0.0832336632,0.1240616357,0,2
Unknown-X-20200114-155210-XYK+WMOANULQ-0,Fatza,0.1331770014,0.6393311818,0.1216717795,0.1114192265,0,2
Unknown-X-20200114-155210-XYK+WMOANULQ-0,Fatza,0.4339476463,0.7338114092,0.0899992504,0.1729063629,0,2
Unknown-X-20200114-155210-XYK+WMOANULQ-0,Fatza,0.7317624231,0.7383384499,0.0701579494,0.1500448822,0,2
Unknown-X-20200114-155210-XYK+WMOANULQ-0,Fatza,0.9116489838,0.7241214219,0.0609325235,0.1553003455,0,2
Unknown-X-20200115-115400-XPROJFRPDTYD-0,moiraparodi,0.4019869877,0.7417892456,0.1059091785,0.2370893909,0,3
Unknown-X-20200115-115400-XPROJFRPDTYD-0,gmsindac,0.1452124830,0.3613068734,0.1496163748,0.2018045487,1,3
Unknown-X-20200115-115400-XPROJFRPDTYD-0,gmsindac,0.2534255886,0.5740526507,0.1025671798,0.0729413925,1,3
Unknown-X-20200115-115400-XPROJFRPDTYD-0,gmsindac,0.3574042731,0.6014056298,0.0828065717,0.0814512191,1,3
Unknown-X-20200115-115400-XPROJFRPDTYD-0,gmsindac,0.3061206832,0.8354259614,0.0724557407,0.0753727575,1,3
Unknown-X-20200115-115400-XPROJFRPDTYD-0,gmsindac,0.4063354187,0.7685630060,0.0621049098,0.2090986683,0,3
Unknown-X-20200115-115400-XPROJFRPDTYD-0,gmsindac,0.6749862309,0.7600531793,0.0762196516,0.2309810515,0,3
Unknown-X-20200115-115400-XPROJFRPDTYD-0,gmsindac,0.8575370112,0.7284452377,0.0291703852,0.1726279966,0,3
Unknown-X-20200115-115400-XPROJFRPDTYD-0,gmsindac,0.1160420002,0.7424256602,0.0630458970,0.1714122649,0,3
Unknown-X-20200115-115400-XPROJFRPDTYD-0,gmsindac,0.4058649489,0.1753063217,0.0818655559,0.2796087173,0,3
Unknown-X-20200115-115400-XPROJFRPDTYD-0,gmsindac,0.1757944514,0.1856396675,0.0715147249,0.2103143815,0,3
Unknown-X-20200115-115400-XPROJFRPDTYD-0,gmsindac,0.6566370513,0.1661886281,0.1242098957,0.3075695645,0,3
Unknown-X-20200115-115400-XPROJFRPDTYD-0,gmsindac,0.8090763925,0.1522081798,0.0959803359,0.2723145285,0,3
Unknown-X-20200115-115400-XPROJFRPDTYD-0,sEnojAi,0.4077049760,0.1919265501,0.0249157547,0.1275660361,0,3
Unknown-X-20200115-115400-XPROJFRPDTYD-0,sEnojAi,0.6550169527,0.1472187904,0.0433718411,0.0977608958,0,3
Unknown-X-20200115-115400-XPROJFRPDTYD-0,sEnojAi,0.8238905241,0.1406616580,0.0378350152,0.1227972461,0,3
Unknown-X-20200115-115400-XPROJFRPDTYD-0,sEnojAi,0.3947856774,0.7618010244,0.0581367864,0.1180284562,0,3
Unknown-X-20200115-115400-XPROJFRPDTYD-0,sEnojAi,0.6868538350,0.7480906333,0.0479859770,0.1168361541,0,3
Unknown-X-20200115-115400-XPROJFRPDTYD-0,sEnojAi,0.8529589935,0.7075556355,0.0350666403,0.0882232174,0,3
Unknown-X-20200115-115439-XY+C9TPEB83G-0,justalittlefroggy,0.3478086866,0.1038519459,0.0661158225,0.1120504318,0,3
Unknown-X-20200115-115439-XY+C9TPEB83G-0,justalittlefroggy,0.3457512649,0.3161825857,0.0389436062,0.0350317186,1,3
Unknown-X-20200115-115439-XY+C9TPEB83G-0,justalittlefroggy,0.1766153830,0.1052732345,0.0701789998,0.0775159897,0,3
Unknown-X-20200115-115439-XY+C9TPEB83G-0,justalittlefroggy,0.3480926287,0.7419325552,0.0926323457,0.1665971818,0,3
Unknown-X-20200115-115439-XY+C9TPEB83G-0,sEnojAi,0.1684135806,0.1156253538,0.0632002026,0.0917998591,0,3
Unknown-X-20200115-115439-XY+C9TPEB83G-0,sEnojAi,0.3387793691,0.1120487828,0.0485451284,0.1013375067,0,3
Unknown-X-20200115-115439-XY+C9TPEB83G-0,sEnojAi,0.1679556089,0.7319958841,0.0622842593,0.1013375067,0,3
Unknown-X-20200115-115439-XY+C9TPEB83G-0,sEnojAi,0.3099270978,0.6705972733,0.0219826586,0.0333817513,1,3
Unknown-X-20200115-115439-XY+C9TPEB83G-0,sEnojAi,0.3355735580,0.6646362305,0.0183188664,0.0357662078,1,3
Unknown-X-20200115-115439-XY+C9TPEB83G-0,sEnojAi,0.5929541795,0.6813271061,0.0109913577,0.0262285294,1,3
Unknown-X-20200115-115439-XY+C9TPEB83G-0,sEnojAi,0.6048615183,0.6813271307,0.0091593954,0.0309972948,1,3
Unknown-X-20200115-115439-XY+C9TPEB83G-0,deepa.a.varghese,0.4775405184,0.2938360522,0.1522399449,0.1252160595,1,3
Unknown-X-20200115-115551-XY9TLLI3MVCP-0,Agustinclossirrazabal,0.3187992687,0.4669679165,0.1275809477,0.0862533335,0,7
Unknown-X-20200115-115551-XY9TLLI3MVCP-0,chrispsimmons,0.6703481526,0.2956179015,0.1394164887,0.2077849996,1,7
Unknown-X-20200115-115551-XY9TLLI3MVCP-0,chrispsimmons,0.5621506525,0.7995242564,0.2001438105,0.2244522230,1,7
Unknown-X-20200115-115551-XY9TLLI3MVCP-0,chrispsimmons,0.7344968044,0.7267439772,0.1719183741,0.2611201417,1,7
Unknown-X-20200115-115551-XY9TLLI3MVCP-0,amandanicoletta,0.6524233958,0.2655906091,0.1304106698,0.2250547787,1,7
Unknown-X-20200115-115551-XY9TLLI3MVCP-0,amandanicoletta,0.3472946822,0.3314070459,0.1380062804,0.3968812515,0,7
Unknown-X-20200115-115551-XY9TLLI3MVCP-0,gracelltt,0.3479617201,0.4730787100,0.1510995178,0.1228642136,0,7
Unknown-X-20200115-115551-XY9TLLI3MVCP-0,sEnojAi,0.6697618998,0.2849186224,0.0871823589,0.0894154184,1,7
Unknown-X-20200115-115551-XY9TLLI3MVCP-0,sEnojAi,0.2893713979,0.4297716639,0.0201896093,0.0500726353,1,7
